Linha ID;ID Pedido;Data do Pedido;Data do Envio;Mode de Envio;ID Vendedor;Nome do Vendedor;Segmento;Pais;Cidade;Estado;Codigo Postal;Região;Produto ID;Categoria;Sub-Categoria;Nome do Produto;Valor venda;Quantidade;Desconto;Lucro;Ano;Mes;Dia;Envio Dias;Valor Unitario;Margem
4931;US-2011-138828;2011-09-02;2011-09-03;First Class;KD-16345;Katherine Ducich;Consumer;United States;New York City;New York;10009;East;OFF-PA-10000349;Office Supplies;Paper;Staples;14,94;3,0;0,0;7,02;2011;9;2;1;4,98;0,47
4932;CA-2014-143651;2014-03-26;2014-03-31;Standard Class;FM-14215;Filia McAdams;Corporate;United States;Seattle;Washington;98103;West;OFF-AR-10001446;Office Supplies;Art;Newell 309;23,1;2,0;0,0;6,93;2014;3;26;5;11,55;0,3
4933;CA-2012-106978;2012-09-28;2012-10-04;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Aurora;Colorado;80013;West;OFF-EN-10004483;Office Supplies;Envelopes;#10 White Business Envelopes,4 1/8 x 9 1/2;12,54;1,0;20,0;4,23;2012;9;28;6;12,54;0,34
4934;CA-2012-106978;2012-09-28;2012-10-04;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Aurora;Colorado;80013;West;OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;1,08;2,0;70,0;-0,79;2012;9;28;6;0,54;-0,73
4935;CA-2012-106978;2012-09-28;2012-10-04;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Aurora;Colorado;80013;West;OFF-FA-10003021;Office Supplies;Fasteners;Staples;4,51;3,0;20,0;0,85;2012;9;28;6;1,5;0,19
4936;CA-2012-155124;2012-03-15;2012-03-21;Standard Class;KS-16300;Karen Seio;Corporate;United States;Lehi;Utah;84043;West;TEC-PH-10003356;Technology;Phones;SmartStand Mobile Device Holder, Assorted Colors;16,78;3,0;20,0;1,68;2012;3;15;6;5,59;0,1
4937;CA-2014-150931;2014-01-07;2014-01-14;Standard Class;DP-13390;Dennis Pardue;Home Office;United States;Tuscaloosa;Alabama;35401;South;OFF-BI-10004728;Office Supplies;Binders;Wilson Jones Turn Tabs Binder Tool for Ring Binders;33,74;7,0;0,0;15,52;2014;1;7;7;4,82;0,46
4938;CA-2011-157147;2011-01-14;2011-01-19;Standard Class;BD-11605;Brian Dahlen;Consumer;United States;San Francisco;California;94109;West;OFF-ST-10000078;Office Supplies;Storage;Tennsco 6- and 18-Compartment Lockers;1325,85;5,0;0,0;238,65;2011;1;14;5;265,17;0,18
4939;CA-2011-157147;2011-01-14;2011-01-19;Standard Class;BD-11605;Brian Dahlen;Consumer;United States;San Francisco;California;94109;West;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;334,0;3,0;15,0;3,93;2011;1;14;5;111,33;0,01
4940;CA-2011-157147;2011-01-14;2011-01-19;Standard Class;BD-11605;Brian Dahlen;Consumer;United States;San Francisco;California;94109;West;OFF-AR-10003514;Office Supplies;Art;4009 Highlighters by Sanford;19,9;5,0;0,0;6,57;2011;1;14;5;3,98;0,33
4941;CA-2012-156482;2012-02-06;2012-02-13;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Wilmington;Delaware;19805;East;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;1268,82;9,0;0,0;266,45;2012;2;6;7;140,98;0,21
4942;CA-2012-156482;2012-02-06;2012-02-13;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Wilmington;Delaware;19805;East;FUR-BO-10002598;Furniture;Bookcases;Hon Metal Bookcases, Putty;283,92;4,0;0,0;82,34;2012;2;6;7;70,98;0,29
4943;CA-2012-156482;2012-02-06;2012-02-13;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Wilmington;Delaware;19805;East;OFF-AR-10001022;Office Supplies;Art;SANFORD Liquid Accent Tank-Style Highlighters;5,68;2,0;0,0;1,76;2012;2;6;7;2,84;0,31
4944;CA-2014-106782;2014-12-22;2014-12-28;Standard Class;LP-17095;Liz Preis;Consumer;United States;Lafayette;Indiana;47905;Central;OFF-ST-10004459;Office Supplies;Storage;Tennsco Single-Tier Lockers;375,34;1,0;0,0;18,77;2014;12;22;6;375,34;0,05
4945;CA-2013-151372;2013-09-06;2013-09-07;First Class;JH-15985;Joseph Holt;Consumer;United States;Redondo Beach;California;90278;West;OFF-PA-10004381;Office Supplies;Paper;14-7/8 x 11 Blue Bar Computer Printout Paper;96,08;2,0;0,0;46,12;2013;9;6;1;48,04;0,48
4946;CA-2013-151372;2013-09-06;2013-09-07;First Class;JH-15985;Joseph Holt;Consumer;United States;Redondo Beach;California;90278;West;OFF-BI-10000050;Office Supplies;Binders;Angle-D Binders with Locking Rings, Label Holders;11,68;2,0;20,0;3,94;2013;9;6;1;5,84;0,34
4947;CA-2013-151372;2013-09-06;2013-09-07;First Class;JH-15985;Joseph Holt;Consumer;United States;Redondo Beach;California;90278;West;OFF-FA-10000304;Office Supplies;Fasteners;Advantus Push Pins;4,36;2,0;0,0;1,79;2013;9;6;1;2,18;0,41
4948;CA-2011-102085;2011-10-04;2011-10-09;Standard Class;JD-16015;Joy Daniels;Consumer;United States;Seattle;Washington;98115;West;OFF-LA-10002475;Office Supplies;Labels;Avery 519;29,24;4,0;0,0;13,74;2011;10;4;5;7,31;0,47
4949;CA-2014-107125;2014-11-28;2014-12-03;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Los Angeles;California;90045;West;OFF-BI-10001989;Office Supplies;Binders;Premium Transparent Presentation Covers by GBC;117,49;7,0;20,0;41,12;2014;11;28;5;16,78;0,35
4950;CA-2014-107125;2014-11-28;2014-12-03;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Los Angeles;California;90045;West;FUR-FU-10000732;Furniture;Furnishings;Eldon 200 Class Desk Accessories;18,84;3,0;0,0;6,03;2014;11;28;5;6,28;0,32
4951;CA-2013-125815;2013-10-29;2013-11-02;Second Class;DL-13330;Denise Leinenbach;Consumer;United States;New York City;New York;10009;East;OFF-AR-10004441;Office Supplies;Art;BIC Brite Liner Highlighters;12,42;3,0;0,0;5,22;2013;10;29;4;4,14;0,42
4952;CA-2012-144190;2012-06-09;2012-06-13;Standard Class;NC-18415;Nathan Cano;Consumer;United States;Royal Oak;Michigan;48073;Central;OFF-PA-10000304;Office Supplies;Paper;Xerox 1995;12,96;2,0;0,0;6,22;2012;6;9;4;6,48;0,48
4953;CA-2014-117926;2014-12-09;2014-12-13;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;San Francisco;California;94109;West;OFF-AP-10002670;Office Supplies;Appliances;Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors;69,48;1,0;0,0;20,84;2014;12;9;4;69,48;0,3
4954;CA-2012-153906;2012-03-16;2012-03-20;Standard Class;MS-17980;Michael Stewart;Corporate;United States;New York City;New York;10009;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;85,9;2,0;0,0;2,58;2012;3;16;4;42,95;0,03
4955;CA-2011-160262;2011-06-09;2011-06-13;Second Class;TS-21205;Thomas Seio;Corporate;United States;North Las Vegas;Nevada;89031;West;OFF-AR-10002335;Office Supplies;Art;DIXON Oriole Pencils;18,06;7,0;0,0;4,7;2011;6;9;4;2,58;0,26
4956;CA-2011-160262;2011-06-09;2011-06-13;Second Class;TS-21205;Thomas Seio;Corporate;United States;North Las Vegas;Nevada;89031;West;OFF-PA-10003641;Office Supplies;Paper;Xerox 1909;79,14;3,0;0,0;36,4;2011;6;9;4;26,38;0,46
4957;CA-2011-160262;2011-06-09;2011-06-13;Second Class;TS-21205;Thomas Seio;Corporate;United States;North Las Vegas;Nevada;89031;West;FUR-FU-10002685;Furniture;Furnishings;"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock";37,4;2,0;0,0;14,21;2011;6;9;4;18,7;0,38
4958;CA-2012-127607;2012-03-20;2012-03-26;Standard Class;JK-15730;Joe Kamberova;Consumer;United States;Carrollton;Texas;75007;Central;OFF-BI-10001308;Office Supplies;Binders;GBC Standard Plastic Binding Systems' Combs;2,51;2,0;80,0;-4,4;2012;3;20;6;1,26;-1,75
4959;CA-2012-127607;2012-03-20;2012-03-26;Standard Class;JK-15730;Joe Kamberova;Consumer;United States;Carrollton;Texas;75007;Central;OFF-FA-10003485;Office Supplies;Fasteners;Staples;18,86;9,0;20,0;6,13;2012;3;20;6;2,1;0,32
4960;CA-2013-166226;2013-11-19;2013-11-23;Standard Class;TC-21535;Tracy Collins;Home Office;United States;Los Angeles;California;90008;West;TEC-PH-10003357;Technology;Phones;Grandstream GXP2100 Mainstream Business Phone;61,19;1,0;20,0;6,12;2013;11;19;4;61,19;0,1
4961;CA-2013-166226;2013-11-19;2013-11-23;Standard Class;TC-21535;Tracy Collins;Home Office;United States;Los Angeles;California;90008;West;OFF-AP-10002867;Office Supplies;Appliances;Fellowes Command Center 5-outlet power strip;67,84;1,0;0,0;18,32;2013;11;19;4;67,84;0,27
4962;CA-2011-156587;2011-03-07;2011-03-08;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10004477;Furniture;Chairs;Global Push Button Manager's Chair, Indigo;48,71;1,0;20,0;5,48;2011;3;7;1;48,71;0,11
4963;CA-2011-156587;2011-03-07;2011-03-08;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;OFF-AR-10001427;Office Supplies;Art;Newell 330;17,94;3,0;0,0;4,66;2011;3;7;1;5,98;0,26
4964;CA-2011-156587;2011-03-07;2011-03-08;First Class;AB-10015;Aaron Bergman;Consumer;United States;Seattle;Washington;98103;West;OFF-ST-10002344;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit";242,94;3,0;0,0;4,86;2011;3;7;1;80,98;0,02
4965;CA-2013-141180;2013-05-16;2013-05-20;Second Class;DP-13000;Darren Powers;Consumer;United States;Fort Lauderdale;Florida;33311;South;OFF-BI-10000301;Office Supplies;Binders;GBC Instant Report Kit;7,76;4,0;70,0;-5,18;2013;5;16;4;1,94;-0,67
4966;CA-2012-109708;2012-05-25;2012-05-28;Second Class;CY-12745;Craig Yedwab;Corporate;United States;Columbia;Tennessee;38401;South;TEC-PH-10001944;Technology;Phones;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;467,04;4,0;20,0;58,38;2012;5;25;3;116,76;0,12
4967;CA-2012-122406;2012-08-02;2012-08-05;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;128,85;3,0;0,0;3,87;2012;8;2;3;42,95;0,03
4968;CA-2012-122406;2012-08-02;2012-08-05;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;OFF-PA-10001307;Office Supplies;Paper;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;8,4;2,0;0,0;4,12;2012;8;2;3;4,2;0,49
4969;CA-2012-122406;2012-08-02;2012-08-05;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;TEC-AC-10004571;Technology;Accessories;Logitech G700s Rechargeable Gaming Mouse;199,98;2,0;0,0;83,99;2012;8;2;3;99,99;0,42
4970;CA-2012-122406;2012-08-02;2012-08-05;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;110,98;1,0;0,0;15,54;2012;8;2;3;110,98;0,14
4971;US-2013-153815;2013-11-07;2013-11-10;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Jacksonville;Florida;32216;South;FUR-CH-10000513;Furniture;Chairs;High-Back Leather Manager's Chair;207,98;2,0;20,0;-28,6;2013;11;7;3;103,99;-0,14
4972;US-2013-153815;2013-11-07;2013-11-10;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Jacksonville;Florida;32216;South;OFF-PA-10002421;Office Supplies;Paper;Embossed Ink Jet Note Cards;36,11;2,0;20,0;12,64;2013;11;7;3;18,06;0,35
4973;US-2013-153815;2013-11-07;2013-11-10;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Jacksonville;Florida;32216;South;FUR-FU-10004090;Furniture;Furnishings;"Executive Impressions 14"" Contract Wall Clock";35,57;2,0;20,0;5,78;2013;11;7;3;17,78;0,16
4974;US-2013-153815;2013-11-07;2013-11-10;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Jacksonville;Florida;32216;South;OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;88,77;2,0;20,0;31,07;2013;11;7;3;44,38;0,35
4975;CA-2013-164896;2013-11-08;2013-11-13;Standard Class;PS-19045;Penelope Sewall;Home Office;United States;Oceanside;California;92054;West;OFF-PA-10002246;Office Supplies;Paper;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;12,9;2,0;0,0;6,32;2013;11;8;5;6,45;0,49
4976;CA-2012-142202;2012-09-18;2012-09-23;Second Class;JR-16210;Justin Ritter;Corporate;United States;Jacksonville;Florida;32216;South;TEC-AC-10003198;Technology;Accessories;Enermax Acrylux Wireless Keyboard;717,12;9,0;20,0;152,39;2012;9;18;5;79,68;0,21
4977;CA-2012-165050;2012-12-07;2012-12-09;First Class;AH-10210;Alan Hwang;Consumer;United States;New York City;New York;10024;East;OFF-BI-10001031;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;21,36;5,0;20,0;7,21;2012;12;7;2;4,27;0,34
4978;CA-2012-165050;2012-12-07;2012-12-09;First Class;AH-10210;Alan Hwang;Consumer;United States;New York City;New York;10024;East;OFF-BI-10003727;Office Supplies;Binders;Avery Durable Slant Ring Binders With Label Holder;6,69;2,0;20,0;2,34;2012;12;7;2;3,34;0,35
4979;CA-2012-165050;2012-12-07;2012-12-09;First Class;AH-10210;Alan Hwang;Consumer;United States;New York City;New York;10024;East;TEC-PH-10001336;Technology;Phones;Digium D40 VoIP phone;773,94;6,0;0,0;224,44;2012;12;7;2;128,99;0,29
4980;US-2013-131114;2013-12-10;2013-12-14;Second Class;RW-19630;Rob Williams;Corporate;United States;Chicago;Illinois;60610;Central;OFF-SU-10001664;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers;20,57;3,0;20,0;1,54;2013;12;10;4;6,86;0,08
4981;US-2013-131114;2013-12-10;2013-12-14;Second Class;RW-19630;Rob Williams;Corporate;United States;Chicago;Illinois;60610;Central;OFF-AP-10003971;Office Supplies;Appliances;Belkin 6 Outlet Metallic Surge Strip;4,36;2,0;80,0;-11,76;2013;12;10;4;2,18;-2,7
4982;US-2013-131114;2013-12-10;2013-12-14;Second Class;RW-19630;Rob Williams;Corporate;United States;Chicago;Illinois;60610;Central;TEC-AC-10000199;Technology;Accessories;Kingston Digital DataTraveler 8GB USB 2.0;19,04;4,0;20,0;-1,43;2013;12;10;4;4,76;-0,07
4983;CA-2011-160066;2011-11-16;2011-11-22;Standard Class;AH-10075;Adam Hart;Corporate;United States;Huntington Beach;California;92646;West;OFF-LA-10001045;Office Supplies;Labels;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;5,22;2,0;0,0;2,4;2011;11;16;6;2,61;0,46
4984;CA-2013-109925;2013-11-07;2013-11-11;Second Class;IM-15070;Irene Maddox;Consumer;United States;San Diego;California;92105;West;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;84,84;3,0;0,0;22,91;2013;11;7;4;28,28;0,27
4985;CA-2012-160696;2012-09-06;2012-09-10;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;Nashville;Tennessee;37211;South;OFF-FA-10003059;Office Supplies;Fasteners;Assorted Color Push Pins;7,24;5,0;20,0;1,18;2012;9;6;4;1,45;0,16
4986;CA-2011-125171;2011-09-03;2011-09-03;Same Day;AG-10390;Allen Goldenen;Consumer;United States;New York City;New York;10009;East;OFF-LA-10001175;Office Supplies;Labels;Avery 514;14,4;5,0;0,0;7,06;2011;9;3;0;2,88;0,49
4987;CA-2013-149279;2013-04-25;2013-04-29;Standard Class;CL-12700;Craig Leslie;Home Office;United States;Colorado Springs;Colorado;80906;West;OFF-PA-10003441;Office Supplies;Paper;Xerox 226;15,55;3,0;20,0;5,44;2013;4;25;4;5,18;0,35
4988;CA-2013-149279;2013-04-25;2013-04-29;Standard Class;CL-12700;Craig Leslie;Home Office;United States;Colorado Springs;Colorado;80906;West;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;1325,76;6,0;20,0;149,15;2013;4;25;4;220,96;0,11
4989;CA-2013-149279;2013-04-25;2013-04-29;Standard Class;CL-12700;Craig Leslie;Home Office;United States;Colorado Springs;Colorado;80906;West;OFF-BI-10004040;Office Supplies;Binders;Wilson Jones Impact Binders;3,11;2,0;70,0;-2,18;2013;4;25;4;1,55;-0,7
4990;CA-2014-107321;2014-09-01;2014-09-05;Standard Class;AW-10930;Arthur Wiediger;Home Office;United States;San Francisco;California;94110;West;OFF-BI-10004022;Office Supplies;Binders;Acco Suede Grain Vinyl Round Ring Binder;6,67;3,0;20,0;2,17;2014;9;1;4;2,22;0,32
4991;CA-2014-107321;2014-09-01;2014-09-05;Standard Class;AW-10930;Arthur Wiediger;Home Office;United States;San Francisco;California;94110;West;TEC-PH-10002200;Technology;Phones;Aastra 6757i CT Wireless VoIP phone;689,41;4,0;20,0;77,56;2014;9;1;4;172,35;0,11
4992;US-2014-122714;2014-12-08;2014-12-14;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;Chicago;Illinois;60653;Central;OFF-BI-10001120;Office Supplies;Binders;Ibico EPK-21 Electric Binding System;1889,99;5,0;80,0;-2929,48;2014;12;8;6;378,0;-1,55
4993;CA-2012-153038;2012-12-18;2012-12-25;Standard Class;RB-19645;Robert Barroso;Corporate;United States;Memphis;Tennessee;38109;South;OFF-EN-10000461;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";55,94;8,0;20,0;18,88;2012;12;18;7;6,99;0,34
4994;CA-2012-153038;2012-12-18;2012-12-25;Standard Class;RB-19645;Robert Barroso;Corporate;United States;Memphis;Tennessee;38109;South;OFF-LA-10004008;Office Supplies;Labels;Avery 507;18,43;8,0;20,0;5,99;2012;12;18;7;2,3;0,32
4995;CA-2012-153038;2012-12-18;2012-12-25;Standard Class;RB-19645;Robert Barroso;Corporate;United States;Memphis;Tennessee;38109;South;FUR-FU-10000221;Furniture;Furnishings;Master Caster Door Stop, Brown;20,32;5,0;20,0;3,56;2012;12;18;7;4,06;0,17
4996;CA-2011-132227;2011-11-04;2011-11-10;Standard Class;SZ-20035;Sam Zeldin;Home Office;United States;New York City;New York;10011;East;OFF-BI-10000962;Office Supplies;Binders;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";52,06;4,0;20,0;18,87;2011;11;4;6;13,02;0,36
4997;CA-2014-155824;2014-03-11;2014-03-16;Standard Class;KS-16300;Karen Seio;Corporate;United States;Raleigh;North Carolina;27604;South;OFF-AP-10000390;Office Supplies;Appliances;Euro Pro Shark Stick Mini Vacuum;48,78;1,0;20,0;3,66;2014;3;11;5;48,78;0,07
4998;CA-2014-155824;2014-03-11;2014-03-16;Standard Class;KS-16300;Karen Seio;Corporate;United States;Raleigh;North Carolina;27604;South;OFF-BI-10000014;Office Supplies;Binders;Heavy-Duty E-Z-D Binders;13,09;4,0;70,0;-10,04;2014;3;11;5;3,27;-0,77
4999;CA-2013-129238;2013-01-31;2013-02-04;Standard Class;SC-20050;Sample Company A;Home Office;United States;Los Angeles;California;90045;West;TEC-PH-10004120;Technology;Phones;AT&T 1080 Phone;109,59;1,0;20,0;8,22;2013;1;31;4;109,59;0,08
5000;CA-2013-129238;2013-01-31;2013-02-04;Standard Class;SC-20050;Sample Company A;Home Office;United States;Los Angeles;California;90045;West;OFF-PA-10002764;Office Supplies;Paper;Staples;56,7;5,0;0,0;27,78;2013;1;31;4;11,34;0,49
5001;CA-2014-159688;2014-05-08;2014-05-13;Standard Class;AB-10060;Adam Bellavance;Home Office;United States;Los Angeles;California;90004;West;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;79,99;1,0;0,0;28,8;2014;5;8;5;79,99;0,36
5002;CA-2013-136126;2013-05-25;2013-05-25;Same Day;EH-14125;Eugene Hildebrand;Home Office;United States;Newport News;Virginia;23602;South;OFF-SU-10000898;Office Supplies;Supplies;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";69,5;5,0;0,0;20,15;2013;5;25;0;13,9;0,29
5003;CA-2013-136126;2013-05-25;2013-05-25;Same Day;EH-14125;Eugene Hildebrand;Home Office;United States;Newport News;Virginia;23602;South;OFF-PA-10004327;Office Supplies;Paper;Xerox 1911;191,6;4,0;0,0;91,97;2013;5;25;0;47,9;0,48
5004;CA-2013-155033;2013-10-08;2013-10-13;Standard Class;CC-12475;Cindy Chapman;Consumer;United States;Los Angeles;California;90032;West;OFF-PA-10000143;Office Supplies;Paper;Astroparche Fine Business Paper;10,56;2,0;0,0;5,07;2013;10;8;5;5,28;0,48
5005;CA-2011-156006;2011-04-30;2011-05-02;Second Class;TM-21010;Tamara Manning;Consumer;United States;Jackson;Mississippi;39212;South;TEC-AC-10002550;Technology;Accessories;Maxell 4.7GB DVD-RW 3/Pack;47,79;3,0;0,0;16,25;2011;4;30;2;15,93;0,34
5006;CA-2012-158659;2012-11-10;2012-11-14;Second Class;SC-20695;Steve Chapman;Corporate;United States;Richmond;Indiana;47374;Central;OFF-ST-10003306;Office Supplies;Storage;Letter Size Cart;714,3;5,0;0,0;207,15;2012;11;10;4;142,86;0,29
5007;CA-2012-169796;2012-11-09;2012-11-14;Standard Class;Dp-13240;Dean percer;Home Office;United States;New York City;New York;10035;East;TEC-MA-10000045;Technology;Machines;Zebra ZM400 Thermal Label Printer;2321,9;2,0;0,0;1114,51;2012;11;9;5;1160,95;0,48
5008;CA-2012-169796;2012-11-09;2012-11-14;Standard Class;Dp-13240;Dean percer;Home Office;United States;New York City;New York;10035;East;OFF-ST-10001505;Office Supplies;Storage;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";17,94;3,0;0,0;3,05;2012;11;9;5;5,98;0,17
5009;CA-2012-102876;2012-09-07;2012-09-14;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10004781;Office Supplies;Binders;GBC Wire Binding Strips;9,52;1,0;70,0;-6,98;2012;9;7;7;9,52;-0,73
5010;CA-2012-102876;2012-09-07;2012-09-14;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;Philadelphia;Pennsylvania;19134;East;TEC-PH-10002680;Technology;Phones;Samsung Galaxy Note 3;791,96;6,0;40,0;-131,99;2012;9;7;7;131,99;-0,17
5011;CA-2012-102876;2012-09-07;2012-09-14;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10000848;Office Supplies;Binders;Angle-D Ring Binders;4,92;3,0;70,0;-3,94;2012;9;7;7;1,64;-0,8
5012;US-2014-139647;2014-05-12;2014-05-14;First Class;TS-21370;Todd Sumrall;Corporate;United States;Phoenix;Arizona;85023;West;FUR-BO-10004467;Furniture;Bookcases;Bestar Classic Bookcase;209,98;7,0;70,0;-356,96;2014;5;12;2;30,0;-1,7
5013;US-2014-160465;2014-07-22;2014-07-27;Standard Class;SW-20350;Sean Wendt;Home Office;United States;Cleveland;Ohio;44105;East;OFF-BI-10001670;Office Supplies;Binders;Vinyl Sectional Post Binders;33,93;3,0;70,0;-22,62;2014;7;22;5;11,31;-0,67
5014;US-2014-160465;2014-07-22;2014-07-27;Standard Class;SW-20350;Sean Wendt;Home Office;United States;Cleveland;Ohio;44105;East;OFF-ST-10000136;Office Supplies;Storage;Letter Size File;222,32;7,0;20,0;25,01;2014;7;22;5;31,76;0,11
5015;US-2014-160465;2014-07-22;2014-07-27;Standard Class;SW-20350;Sean Wendt;Home Office;United States;Cleveland;Ohio;44105;East;TEC-PH-10004522;Technology;Phones;Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black;210,56;6,0;40,0;-52,64;2014;7;22;5;35,09;-0,25
5016;CA-2011-153850;2011-11-24;2011-11-29;Standard Class;TH-21100;Thea Hendricks;Consumer;United States;Toledo;Ohio;43615;East;FUR-FU-10002960;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Burgundy;35,17;7,0;20,0;9,67;2011;11;24;5;5,02;0,28
5017;CA-2011-153850;2011-11-24;2011-11-29;Standard Class;TH-21100;Thea Hendricks;Consumer;United States;Toledo;Ohio;43615;East;TEC-PH-10002584;Technology;Phones;Samsung Galaxy S4;1502,38;4,0;40,0;-250,4;2011;11;24;5;375,59;-0,17
5018;CA-2011-127558;2011-11-15;2011-11-18;First Class;SS-20410;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;FUR-FU-10002505;Furniture;Furnishings;Eldon 100 Class Desk Accessories;10,11;3,0;0,0;3,24;2011;11;15;3;3,37;0,32
5019;CA-2011-127558;2011-11-15;2011-11-18;First Class;SS-20410;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;TEC-AC-10003832;Technology;Accessories;Logitech P710e Mobile Speakerphone;772,47;3,0;0,0;146,77;2011;11;15;3;257,49;0,19
5020;CA-2011-127558;2011-11-15;2011-11-18;First Class;SS-20410;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;OFF-SU-10002537;Office Supplies;Supplies;Acme Box Cutter Scissors;20,46;2,0;0,0;5,32;2011;11;15;3;10,23;0,26
5021;CA-2014-136511;2014-03-24;2014-03-26;Second Class;MZ-17515;Mary Zewe;Corporate;United States;New York City;New York;10011;East;OFF-SU-10003505;Office Supplies;Supplies;Premier Electric Letter Opener;347,58;3,0;0,0;17,38;2014;3;24;2;115,86;0,05
5022;CA-2013-133795;2013-12-19;2013-12-25;Standard Class;JE-15475;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;72,64;2,0;0,0;21,79;2013;12;19;6;36,32;0,3
5023;CA-2013-133795;2013-12-19;2013-12-25;Standard Class;JE-15475;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;TEC-AC-10003832;Technology;Accessories;Logitech P710e Mobile Speakerphone;772,47;3,0;0,0;146,77;2013;12;19;6;257,49;0,19
5024;CA-2013-133795;2013-12-19;2013-12-25;Standard Class;JE-15475;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;FUR-FU-10003731;Furniture;Furnishings;Eldon Expressions Wood and Plastic Desk Accessories, Oak;39,92;4,0;0,0;11,18;2013;12;19;6;9,98;0,28
5025;US-2014-130953;2014-07-30;2014-08-04;Standard Class;RF-19735;Roland Fjeld;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;OFF-BI-10004828;Office Supplies;Binders;GBC Poly Designer Binding Covers;33,48;2,0;0,0;16,41;2014;7;30;5;16,74;0,49
5026;US-2014-130953;2014-07-30;2014-08-04;Standard Class;RF-19735;Roland Fjeld;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;TEC-PH-10003012;Technology;Phones;Nortel Meridian M3904 Professional Digital phone;461,97;3,0;0,0;133,97;2014;7;30;5;153,99;0,29
